11937210593016963401,0,0.0
11392923876921700960,0,0.0
11394865236934740703,0,0.0
11398126827847464294,0,0.0
11405551103013130939,0,0.0
11408397694975955957,0,0.0
11438824078301201951,0,0.0
11493273520919485815,0,1.0
11510652745592003695,0,0.0
1154962173450425998,0,0.0
2818687097533115,0,0.0
2899350840399378850,0,1.0
4572894382186249123,0,0.0
2903952063879578869,0,0.0
458551934220030637,0,0.0
294110975792170850,0,0.0
2964503602183675112,0,1.0
4592457377670090587,1,1.0
4596180260218115207,0,0.0
2997858787633615012,0,0.0
305014460859485092,0,0.0
3055580928181280014,0,0.0
4611664494451915733,0,0.0
3087473990339951107,0,0.0
3087675731348552463,0,0.0
3087925607180479999,0,0.0
3109040184967619463,0,0.0
3109604474272615972,0,0.0
3113027226157195244,0,0.0
3118706236552357542,0,0.0
3127693243810327571,0,0.0
3131081089661404319,0,0.0
3131651087398329241,0,0.0
3156836493642187076,0,0.0
317588848659115988,0,0.0
3177185710702746159,0,0.0
3186987597953942234,0,0.0
3188082758303630876,0,1.0
3190013646767968746,0,0.0
3193457124603178225,0,0.0
